option_id,question_id,option_text_bm,option_text_en,is_correct,order
795,216,Malam Jumaat,Friday night,0,NULL
796,216,Malam Isra Mikraj,Night of Isra and Miraj,0,NULL
797,217,"Memperbanyakkan bacaan Al-Quran, zikir, dan doa","Increasing recitation of the Quran, remembrance of Allah, and supplications",1,NULL
798,217,Tidur sepanjang hari untuk mengurangkan lapar,Sleeping all day to reduce hunger,0,NULL
799,217,Berbuka dengan makanan berat terlebih dahulu,Breaking fast with heavy meals first,0,NULL
800,217,Mengurangkan ibadah kerana berpuasa sudah mencukupi,Reducing worship because fasting is already sufficient,0,NULL
801,218,Membayar fidyah,Paying fidyah,1,NULL
802,218,Mengqada puasa selepas Ramadan,Making up the fast after Ramadan,0,NULL
803,218,Membayar zakat fitrah,Paying zakat fitrah,0,NULL
804,218,Tidak perlu melakukan apa-apa,No need to do anything,0,NULL
805,219,Diampunkan dosa-dosa yang lalu,Past sins are forgiven,1,NULL
806,219,Boleh makan banyak selepas berbuka,Can eat a lot after breaking fast,0,NULL
807,219,Menggantikan solat yang tertinggal,Can replace missed prayers,0,NULL
808,219,Tidak perlu bersahur jika niat sudah dibuat malam sebelumnya,No need for suhoor if the intention was made the night before,0,NULL
809,220,BETUL,TRUE,1,NULL
810,220,SALAH,FALSE,0,NULL
811,221,BETUL,TRUE,1,NULL
812,221,SALAH,FALSE,0,NULL
813,222,BETUL,TRUE,0,NULL
814,222,SALAH,FALSE,1,NULL
815,223,BETUL,TRUE,1,NULL
816,223,SALAH,FALSE,0,NULL
817,224,BETUL,TRUE,1,NULL
818,224,SALAH,FALSE,0,NULL
819,225,BETUL,TRUE,0,NULL
820,225,SALAH,FALSE,1,NULL
